Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,FIPS,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,UID,ISO3,Testing_Rate,Hospitalization_Rate
Alabama,US,2020-07-01 15:12:43,32.3182,-86.9023,38962,972,18866,19124.0,1,794.6263500153472,406652,2769,2.4947384631179097,84000001,USA,8293.629548956444,7.1069246958575025
Alaska,US,2020-07-01 15:12:43,61.3707,-152.4044,937,14,526,397.0,2,128.08508020695925,112185,,1.4941302027748133,84000002,USA,15335.351892228093,
American Samoa,US,2020-07-01 15:12:43,-14.270999999999999,-170.132,0,0,,0.0,60,0.0,696,,,16,ASM,1250.8761524774895,
Arizona,US,2020-07-01 15:12:43,33.7298,-111.4312,79228,1645,9411,68172.0,4,1088.4885344491345,532356,4736,2.0762861614580705,84000004,USA,7313.871386949101,5.9776846569394655
Arkansas,US,2020-07-01 15:12:43,34.9697,-92.3731,20777,270,14531,5976.0,5,688.4807628328414,311203,1413,1.2995138855465178,84000005,USA,10312.233663949017,6.800789334360109
California,US,2020-07-01 15:12:43,36.1162,-119.6816,232275,6089,,226186.0,6,587.8560667163678,4167139,,2.6214616295339574,84000006,USA,10546.455460124327,
Colorado,US,2020-07-01 15:12:43,39.0598,-105.3111,32698,1690,4479,26529.0,8,567.7982112741407,323857,5442,5.1685118355862745,84000008,USA,5623.751462126411,16.643219768793198
Connecticut,US,2020-07-01 15:12:43,41.5978,-72.7554,46514,4322,8053,34139.0,9,1304.6355033970617,466394,10268,9.29182611686804,84000009,USA,13081.527517981021,22.075074171217267
Delaware,US,2020-07-01 15:12:43,39.3185,-75.5071,11474,509,6667,4298.0,10,1178.3142527347488,110881,,4.43611643716228,84000010,USA,11386.845272571178,
Diamond Princess,US,2020-07-01 15:12:43,,,49,0,,49.0,88888,,,,0.0,84088888,USA,,
District of Columbia,US,2020-07-01 15:12:43,38.8974,-77.0268,10365,553,1270,8542.0,11,1468.6524529258986,97295,,5.3352629040038595,84000011,USA,13786.062750354587,
Florida,US,2020-07-01 15:12:43,27.7663,-81.6868,146341,3447,,142894.0,12,681.3613557145243,1944995,14879,2.35545745894862,84000012,USA,9055.865615637253,10.1673488632714
Georgia,US,2020-07-01 15:12:43,33.0406,-83.6431,81291,2805,,78486.0,13,765.6377635138018,833878,11051,3.4505664833745433,84000013,USA,7853.864351076528,13.594370840560456
Grand Princess,US,2020-07-01 15:12:43,,,103,3,,100.0,99999,,,,2.912621359223301,84099999,USA,,
Guam,US,2020-07-01 15:12:43,13.4443,144.7937,257,5,179,73.0,66,156.48880526581786,13315,,1.9455252918287937,316,GUM,8107.581486826321,
Hawaii,US,2020-07-01 15:12:43,21.0943,-157.4983,917,18,722,177.0,15,64.76574153595806,77743,111,1.9629225736095965,84000015,USA,5490.821204176649,12.104689203925846
Idaho,US,2020-07-01 15:12:43,44.2405,-114.4788,6117,92,4073,1952.0,16,342.29308950709685,89303,322,1.5040052313225438,84000016,USA,4997.188126900813,5.264018309628903
Illinois,US,2020-07-01 15:12:43,40.3495,-88.9861,143185,6923,,136262.0,17,1129.9480950685777,1604018,,4.835003666585187,84000017,USA,12658.149132630582,
Indiana,US,2020-07-01 15:12:43,39.8494,-86.2583,45594,2640,34646,8308.0,18,677.2506954987649,484196,7065,5.790235557310172,84000018,USA,7192.2199797718995,15.495459928938018
Iowa,US,2020-07-01 15:12:43,42.0115,-93.2105,29290,717,23212,5361.0,19,928.3470731235757,304188,,2.4479344486172754,84000019,USA,9641.244092841047,
Kansas,US,2020-07-01 15:12:43,38.5266,-96.7265,14531,274,794,13463.0,20,498.77905368250725,176725,1152,1.885623838689698,84000020,USA,6066.115770562322,7.927878329089533
Kentucky,US,2020-07-01 15:12:43,37.6681,-84.6701,15624,565,3990,11069.0,21,349.7122551269979,370934,2621,3.616231438812084,84000021,USA,8302.621968975796,16.77547363031234
Louisiana,US,2020-07-01 15:12:43,31.1695,-91.8678,58095,3221,42225,12649.0,22,1249.6789489919322,728511,,5.544366985110595,84000022,USA,15670.967567072234,
Maine,US,2020-07-01 15:12:43,44.6939,-69.3819,3253,105,2646,502.0,23,242.00051777546994,94952,348,3.227789732554565,84000023,USA,7063.7667272721865,10.697817399323702
Maryland,US,2020-07-01 15:12:43,39.0639,-76.8021,67918,3205,4982,59731.0,24,1123.4137433671647,535855,10844,4.718925763420596,84000024,USA,8863.436371094733,15.966312317794989
Massachusetts,US,2020-07-01 15:12:43,42.2302,-71.5301,108882,8053,,100829.0,25,1579.7163962061388,848141,11337,7.3960801601733985,84000025,USA,12305.268492447518,10.412189342591063
Michigan,US,2020-07-01 15:12:43,43.3266,-84.5361,70728,6193,51099,13436.0,26,708.210801456354,1045057,,8.756079629001244,84000026,USA,10464.323260060697,
Minnesota,US,2020-07-01 15:12:43,45.6945,-93.9002,36303,1476,31601,3226.0,27,643.7122138465772,605316,4054,4.065779687629122,84000027,USA,10733.25351725077,11.167121174558577
Mississippi,US,2020-07-01 15:12:43,32.7416,-89.6787,27247,1073,19388,6786.0,28,915.5119585746547,299691,3156,3.938048225492715,84000028,USA,10069.757932146542,11.582926560722282
Missouri,US,2020-07-01 15:12:43,38.4561,-92.2884,21035,1018,,20017.0,29,342.73314489391976,373007,,4.8395531257428095,84000029,USA,6077.5784253599395,
Montana,US,2020-07-01 15:12:43,46.9219,-110.4544,967,22,642,303.0,30,90.47716176792561,90861,101,2.2750775594622543,84000030,USA,8501.391308578583,10.444674250258531
Nebraska,US,2020-07-01 15:12:43,41.1254,-98.2681,19177,274,13547,5356.0,31,991.3627321640522,178157,1330,1.4287949105699536,84000031,USA,9209.8978085285,6.935391354226417
Nevada,US,2020-07-01 15:12:43,38.3135,-117.0554,18456,507,689,17260.0,32,599.1904306145533,277568,,2.747074122236671,84000032,USA,9011.491625748826,
New Hampshire,US,2020-07-01 15:12:43,43.4525,-71.5639,5782,371,4435,976.0,33,425.23742177565674,118298,565,6.416464891041162,84000033,USA,8700.23115206099,9.771705292286406
New Jersey,US,2020-07-01 15:12:43,40.2989,-74.521,171667,15035,30213,126419.0,34,1932.7102887913904,1422374,19847,8.758235420902095,84000034,USA,16013.775881848958,11.561336774103351
New Mexico,US,2020-07-01 15:12:43,34.8405,-106.2485,12147,497,5296,6354.0,35,579.3033194409272,337720,1876,4.091545237507203,84000035,USA,16106.22516189923,15.444142586646908
New York,US,2020-07-01 15:12:43,42.1657,-74.9481,393454,32032,70487,290935.0,36,2022.529448464474,3914938,89995,8.141231249396371,84000036,USA,20124.531441827025,22.873067753790785
North Carolina,US,2020-07-01 15:12:43,35.6301,-79.8064,65327,1380,45538,18409.0,37,622.8687718366863,910033,,2.112449676244126,84000037,USA,8676.827912514813,
North Dakota,US,2020-07-01 15:12:43,47.5289,-99.78399999999999,3615,80,3195,340.0,38,474.3708517154772,106122,231,2.2130013831258646,84000038,USA,13925.638596334682,6.390041493775934
Northern Mariana Islands,US,2020-07-01 15:12:43,15.0979,145.6739,30,2,19,9.0,69,54.40301755404033,8217,,6.666666666666667,580,MNP,14900.986508051647,
Ohio,US,2020-07-01 15:12:43,40.3888,-82.7649,51789,2863,,48926.0,39,443.0537851502682,787929,7839,5.528200969317809,84000039,USA,6740.715709507148,15.136418930660952
Oklahoma,US,2020-07-01 15:12:43,35.5653,-96.9289,13757,387,10085,3285.0,40,347.66491844393096,341597,1520,2.8131133241258994,84000040,USA,8632.790081099913,11.048920549538417
Oregon,US,2020-07-01 15:12:43,44.571999999999996,-122.0709,8656,207,2722,5727.0,41,205.22853843186525,237634,1038,2.391404805914972,84000041,USA,5634.158791788108,11.991682070240296
Pennsylvania,US,2020-07-01 15:12:43,40.5908,-77.2098,91139,6649,67552,16938.0,42,711.9128129230544,764187,,7.295449807436992,84000042,USA,5969.283366826827,
Puerto Rico,US,2020-07-01 15:12:43,18.2208,-66.5901,7537,153,,7384.0,72,256.93664161275893,7465,,2.029985405333687,630,PRI,254.48215863596198,
Rhode Island,US,2020-07-01 15:12:43,41.6809,-71.5118,16813,950,1631,14232.0,44,1587.088820524826,242282,2001,5.650389579492059,84000044,USA,22870.57952860262,11.901504787961697
South Carolina,US,2020-07-01 15:12:43,33.8569,-80.945,36399,739,15471,20189.0,45,706.9532314282751,380572,2854,2.030275557020797,84000045,USA,7391.593318253839,7.8408747493063
South Dakota,US,2020-07-01 15:12:43,44.2998,-99.4388,6764,91,5872,801.0,46,764.5883894246258,80088,666,1.345357776463631,84000046,USA,9052.979735694771,9.846244825547014
Tennessee,US,2020-07-01 15:12:43,35.7478,-86.6923,43509,604,27599,15306.0,47,637.1048680264993,793127,2665,1.3882185294996439,84000047,USA,11613.805710617418,6.125169505159852
Texas,US,2020-07-01 15:12:43,31.0545,-97.5635,163060,2455,84818,75787.0,48,562.3557359750511,1869282,,1.505580767815528,84000048,USA,6446.715655923681,
Utah,US,2020-07-01 15:12:43,40.15,-111.8624,22217,172,12398,9647.0,49,692.9909874053247,340753,1444,0.7741819327541972,84000049,USA,10628.74186124709,6.4995273889364
Vermont,US,2020-07-01 15:12:43,44.0459,-72.7107,1210,56,953,201.0,50,193.91367476029225,65764,,4.628099173553719,84000050,USA,10539.288352839554,
Virgin Islands,US,2020-07-01 15:12:43,18.3358,-64.8963,81,6,73,2.0,78,75.51180221501286,2903,,7.407407407407407,850,VIR,2706.3057016071893,
Virginia,US,2020-07-01 15:12:43,37.7693,-78.17,62787,1763,8080,52944.0,51,735.5967457866358,645034,8982,2.807906095210792,84000051,USA,7557.056577344623,14.305509102202686
Washington,US,2020-07-01 15:12:43,47.4009,-121.4905,32824,1332,,31492.0,53,431.0500488976011,548220,4323,4.058006336826712,84000053,USA,7199.313240514345,13.17024128686327
West Virginia,US,2020-07-01 15:12:43,38.4912,-80.9545,2905,93,2272,540.0,54,162.09607805609696,171764,,3.2013769363166955,84000054,USA,9584.258434157466,
Wisconsin,US,2020-07-01 15:12:43,44.2685,-89.6165,28659,784,22587,5288.0,55,492.21682890694854,571201,3446,2.735615338986008,84000055,USA,9810.34735644921,12.024145992532887
Wyoming,US,2020-07-01 15:12:43,42.756,-107.3025,1487,20,1097,370.0,56,256.92904991542247,33672,117,1.3449899125756557,84000056,USA,5817.965681743178,7.868190988567585
Abruzzo,Italy,2020-07-01 15:12:43,42.35122196,13.39843823,3287,464,2626,197.0,,250.6137635523567,,,14.11621539397627,38013,ITA,,
Aguascalientes,Mexico,2020-07-01 15:12:43,21.8853,-102.2916,2340,146,1827,367.0,,163.10768941228955,,,6.239316239316239,48401,MEX,,
Alberta,Canada,2020-07-01 15:12:43,53.9333,-116.5765,8108,154,7407,547.0,,183.72381063304954,,,1.8993586581154416,12401,CAN,,
Andalusia,Spain,2020-07-01 15:12:43,37.5443,-4.7278,13102,1427,10671,1004.0,,155.4689729519348,,,10.891466951610441,72401,ESP,,
Anguilla,United Kingdom,2020-07-01 15:12:43,18.2206,-63.0686,3,0,3,0.0,,19.997333688841486,,,0.0,660,AIA,,
Anhui,China,2020-07-01 15:12:43,31.8257,117.2264,991,6,985,0.0,,1.567046173308033,,,0.6054490413723511,15601,CHN,,
Aragon,Spain,2020-07-01 15:12:43,41.5976,-0.9057,6330,912,3772,1646.0,,479.3326598949254,,,14.407582938388625,72402,ESP,,
Aruba,Netherlands,2020-07-01 15:12:43,12.5211,-69.9683,103,3,98,2.0,,96.47265983552816,,,2.912621359223301,533,ABW,,
Asturias,Spain,2020-07-01 15:12:43,43.3614,-5.8593,2435,334,1063,1038.0,,238.21053506879736,,,13.716632443531827,72403,ESP,,
Australian Capital Territory,Australia,2020-07-01 15:12:43,-35.4735,149.0124,108,3,105,0.0,,25.227750525578134,,,2.7777777777777777,3601,AUS,,
Baden-Wurttemberg,Germany,2020-07-01 15:12:43,48.6616,9.3501,35705,1838,33300,567.0,,322.5519992577826,,,5.147738411987117,27601,DEU,,
Baja California,Mexico,2020-07-01 15:12:43,30.8406,-115.2838,8923,1931,6496,496.0,,245.48346735012112,,,21.640703799170684,48402,MEX,,
Baja California Sur,Mexico,2020-07-01 15:12:43,26.0444,-111.6661,1529,71,1195,263.0,,190.0068099235996,,,4.643557880967953,48403,MEX,,
Baleares,Spain,2020-07-01 15:12:43,39.710358,2.995148,2209,224,1533,452.0,,185.90833347359916,,,10.140334993209597,72404,ESP,,
Basilicata,Italy,2020-07-01 15:12:43,40.63947052,15.80514834,402,27,372,3.0,,71.41981526785095,,,6.7164179104477615,38017,ITA,,
